Date,Equity,Position,Trade,Close,Signal,Regime,Target_Pct
2014-05-27,11477.295660379861,14.80315095551369,,775.327880859375,1,Calm/Bull,1.0
2014-05-28,11545.715057917534,14.80315095551369,,779.9498291015625,1,Calm/Bull,1.0
2014-05-29,11738.836365350779,14.80315095551369,,792.9957885742188,1,Calm/Bull,1.0
2014-05-30,11737.326595743438,14.80315095551369,,792.893798828125,1,Calm/Bull,1.0
2014-06-02,11642.438795664153,14.80315095551369,,786.4838256835938,1,Calm/Bull,1.0
2014-06-03,11667.529341442632,14.80315095551369,,788.1787719726562,1,Calm/Bull,1.0
2014-06-04,11603.343804096461,14.80315095551369,,783.8428344726562,1,Calm/Bull,1.0
2014-06-05,11813.296648343076,14.80315095551369,,798.0258178710938,1,Transition,1.0
2014-06-06,11901.315041884594,14.80315095551369,,803.9717407226562,1,Calm/Bull,1.0
2014-06-09,11954.044039062559,14.80315095551369,,807.5337524414062,1,Calm/Bull,1.0
2014-06-10,12089.964865304237,14.80315095551369,,816.7156372070312,1,Calm/Bull,1.0
2014-06-11,11679.930053214335,0.0,SELL,790.2017822265625,-1,Stress/Bear,0.0
2014-06-12,11662.410158134515,14.608346817490197,BUY,798.3388061523438,1,Transition,1.0
2014-06-13,11542.227438659642,14.608346817490197,,790.11181640625,1,Calm/Bull,1.0
2014-06-16,11342.692971033146,14.608346817490197,,776.452880859375,1,Calm/Bull,1.0
2014-06-17,11396.743140959676,14.608346817490197,,780.15283203125,1,Calm/Bull,1.0
2014-06-18,11408.021276878526,14.608346817490197,,780.9248657226562,1,Calm/Bull,1.0
2014-06-19,11548.903018043342,14.608346817490197,,790.5687866210938,1,Calm/Bull,1.0
2014-06-20,11452.985811180652,14.608346817490197,,784.0028686523438,1,Calm/Bull,1.0
2014-06-23,11588.228930197409,14.608346817490197,,793.2608032226562,1,Calm/Bull,1.0
2014-06-24,11538.502238891362,14.608346817490197,,789.8568115234375,1,Calm/Bull,1.0
2014-06-25,11540.225745629536,14.608346817490197,,789.9747924804688,1,Calm/Bull,1.0
2014-06-26,11409.657404589103,14.608346817490197,,781.036865234375,1,Calm/Bull,1.0
2014-06-27,11463.459703396536,14.608346817490197,,784.7198486328125,1,Calm/Bull,1.0
2014-06-30,11465.884917223659,14.608346817490197,,784.8858642578125,1,Calm/Bull,1.0
2014-07-01,11263.998348833946,14.608346817490197,,771.06591796875,1,Calm/Bull,1.0
2014-07-02,11223.795971535741,14.608346817490197,,768.3139038085938,1,Calm/Bull,1.0
2014-07-03,11325.572031360938,14.608346817490197,,775.2808837890625,1,Calm/Bull,1.0
2014-07-04,11326.493077641608,14.608346817490197,,775.3439331054688,1,Calm/Bull,1.0
2014-07-07,11533.388782531603,14.608346817490197,,789.5067749023438,1,Calm/Bull,1.0
2014-07-08,11583.013828846364,14.608346817490197,,792.90380859375,1,Calm/Bull,1.0
2014-07-09,11607.55574450502,14.608346817490197,,794.5838012695312,1,Calm/Bull,1.0
2014-07-10,11475.029399948278,14.608346817490197,,785.5118408203125,1,Calm/Bull,1.0
2014-07-11,11593.765015731453,14.608346817490197,,793.6397705078125,1,Calm/Bull,1.0
2014-07-14,11777.420574149412,14.608346817490197,,806.2117309570312,1,Calm/Bull,1.0
2014-07-15,11868.502510944276,14.608346817490197,,812.4466552734375,1,Calm/Bull,1.0
2014-07-16,12018.296021301037,14.608346817490197,,822.7006225585938,1,Calm/Bull,1.0
2014-07-17,11947.109754115882,14.608346817490197,,817.82763671875,1,Calm/Bull,1.0
2014-07-18,12024.723729565641,14.608346817490197,,823.140625,1,Calm/Bull,1.0
2014-07-21,12018.266597750928,14.608346817490197,,822.6986083984375,1,Calm/Bull,1.0
2014-07-22,12056.277366377419,14.608346817490197,,825.3005981445312,1,Calm/Bull,1.0
2014-07-23,12103.62342499287,14.608346817490197,,828.5416259765625,1,Calm/Bull,1.0
2014-07-24,12245.33794178803,14.608346817490197,,838.2425537109375,1,Calm/Bull,1.0
2014-07-25,12302.792327299836,14.608346817490197,,842.175537109375,1,Calm/Bull,1.0
2014-07-31,12001.70113903986,14.608346817490197,,821.5646362304688,1,Calm/Bull,1.0
2014-08-01,11992.498700837754,14.608346817490197,,820.9346923828125,1,Calm/Bull,1.0
2014-08-04,11963.193736552448,14.608346817490197,,818.9286499023438,1,Calm/Bull,1.0
2014-08-05,11780.386111351252,14.608346817490197,,806.4147338867188,1,Calm/Bull,1.0
2014-08-06,11603.68431860893,14.608346817490197,,794.3187866210938,1,Calm/Bull,1.0
2014-08-07,11517.640941864458,14.608346817490197,,788.4287719726562,1,Calm/Bull,1.0
2014-08-08,11569.661778456233,14.608346817490197,,791.9898071289062,1,Calm/Bull,1.0
2014-08-11,11271.067941206207,0.0,SELL,772.7089233398438,-1,Stress/Bear,0.0
2014-08-12,11254.161339294398,14.46052504976021,BUY,778.267822265625,1,Calm/Bull,1.0
2014-08-13,11223.997587823413,14.46052504976021,,776.181884765625,1,Calm/Bull,1.0
2014-08-14,11216.955319184983,14.46052504976021,,775.6948852539062,1,Calm/Bull,1.0
2014-08-15,11090.021494013694,14.46052504976021,,766.9169311523438,1,Calm/Bull,1.0
2014-08-18,11184.014906837136,14.46052504976021,,773.4169311523438,1,Calm/Bull,1.0
2014-08-19,11463.650076029066,14.46052504976021,,792.7547607421875,1,Transition,1.0
2014-08-20,11404.507022831773,14.46052504976021,,788.664794921875,1,Calm/Bull,1.0
2014-08-21,11417.608343256494,14.46052504976021,,789.57080078125,1,Calm/Bull,1.0
2014-08-22,11413.573976801266,14.46052504976021,,789.2918090820312,1,Calm/Bull,1.0
2014-08-25,11461.698646531688,14.46052504976021,,792.6198120117188,1,Calm/Bull,1.0
2014-08-26,11677.434428939097,14.46052504976021,,807.5387573242188,1,Calm/Bull,1.0
2014-08-27,11635.946914260812,14.46052504976021,,804.6697387695312,1,Calm/Bull,1.0
2014-08-28,11689.494280884894,14.46052504976021,,808.3727416992188,1,Calm/Bull,1.0
2014-08-29,11613.605650187046,14.46052504976021,,803.124755859375,1,Calm/Bull,1.0
2014-09-01,11687.614342020392,14.46052504976021,,808.2427368164062,1,Calm/Bull,1.0
2014-09-02,11671.027632592893,14.46052504976021,,807.095703125,1,Calm/Bull,1.0
2014-09-03,11755.245363320928,14.46052504976021,,812.919677734375,1,Calm/Bull,1.0
2014-09-04,11890.248804003078,14.46052504976021,,822.2556762695312,1,Calm/Bull,1.0
2014-09-05,11885.491587815444,14.46052504976021,,821.9266967773438,1,Calm/Bull,1.0
2014-09-08,11886.416553040795,14.46052504976021,,821.9906616210938,1,Calm/Bull,1.0
2014-09-09,11579.955627112879,14.46052504976021,,800.7977294921875,1,Calm/Bull,1.0
2014-09-10,11503.373272496017,14.46052504976021,,795.5017700195312,1,Calm/Bull,1.0
2014-09-11,11418.895174648253,14.46052504976021,,789.6597900390625,1,Calm/Bull,1.0
2014-09-12,11253.236374069047,14.46052504976021,,778.203857421875,1,Calm/Bull,1.0
2014-09-15,11267.306789739412,14.46052504976021,,779.1768798828125,1,Calm/Bull,1.0
2014-09-16,11370.916133984798,14.46052504976021,,786.3418579101562,1,Calm/Bull,1.0
2014-09-17,11419.14142016149,14.46052504976021,,789.6768188476562,1,Calm/Bull,1.0
2014-09-18,11206.327045097507,14.46052504976021,,774.9598999023438,1,Calm/Bull,1.0
2014-09-19,11123.251399294668,14.46052504976021,,769.2149047851562,1,Calm/Bull,1.0
2014-09-22,11115.731643836662,14.46052504976021,,768.6948852539062,1,Calm/Bull,1.0
2014-09-23,11086.666729870985,14.46052504976021,,766.6849365234375,1,Calm/Bull,1.0
2014-09-24,10873.245125727764,14.46052504976021,,751.926025390625,1,Calm/Bull,1.0
2014-09-25,10786.149235076191,14.46052504976021,,745.9030151367188,1,Calm/Bull,1.0
2014-09-26,10792.179161049089,14.46052504976021,,746.3200073242188,1,Calm/Bull,1.0
2014-09-29,10794.102347333477,14.46052504976021,,746.4530029296875,1,Calm/Bull,1.0
2014-09-30,10836.341837557564,14.46052504976021,,749.3740234375,1,Calm/Bull,1.0
2014-10-01,10723.073314470346,14.46052504976021,,741.5410766601562,1,Calm/Bull,1.0
2014-10-02,10680.198351954034,14.46052504976021,,738.5761108398438,1,Calm/Bull,1.0
2014-10-03,10756.317341357813,14.46052504976021,,743.8400268554688,1,Calm/Bull,1.0
2014-10-08,10547.957450542253,14.46052504976021,,729.43115234375,1,Calm/Bull,1.0
2014-10-09,10875.414557525392,14.46052504976021,,752.0760498046875,1,Transition,1.0
2014-10-10,10627.575950555303,14.46052504976021,,734.9370727539062,1,Calm/Bull,1.0
2014-10-13,10862.066991587431,14.46052504976021,,751.1530151367188,1,Transition,1.0
2014-10-14,10800.017535253613,14.46052504976021,,746.862060546875,1,Calm/Bull,1.0
2014-10-15,10824.513226918105,14.46052504976021,,748.5560302734375,1,Calm/Bull,1.0
2014-10-16,10784.008929091959,14.46052504976021,,745.7550048828125,1,Calm/Bull,1.0
2014-10-17,10922.453628756593,14.46052504976021,,755.3289794921875,1,Calm/Bull,1.0
2014-10-20,11037.86334042845,14.46052504976021,,763.3099975585938,1,Calm/Bull,1.0
2014-10-21,11227.902212018978,14.46052504976021,,776.451904296875,1,Calm/Bull,1.0
2014-10-22,11290.833386158261,14.46052504976021,,780.8038330078125,1,Calm/Bull,1.0
2014-10-23,11495.290417979068,14.46052504976021,,794.9428100585938,1,Transition,1.0
2014-10-24,11484.069036418849,14.46052504976021,,794.1668090820312,1,Calm/Bull,1.0
2014-10-27,11457.794022336124,14.46052504976021,,792.3497924804688,1,Calm/Bull,1.0
2014-10-28,11508.94071585624,14.46052504976021,,795.8867797851562,1,Calm/Bull,1.0
2014-10-30,11553.696499837459,14.46052504976021,,798.9818115234375,1,Calm/Bull,1.0
2014-10-31,11652.185879128398,14.46052504976021,,805.792724609375,1,Calm/Bull,1.0
2014-11-03,11572.392624234986,14.46052504976021,,800.2747192382812,1,Calm/Bull,1.0
2014-11-04,11607.14148481446,14.46052504976021,,802.677734375,1,Calm/Bull,1.0
2014-11-05,11417.405345163144,14.46052504976021,,789.5567626953125,1,Calm/Bull,1.0
2014-11-06,11208.337608822078,14.46052504976021,,775.0989379882812,1,Calm/Bull,1.0
2014-11-07,11273.047222779185,14.46052504976021,,779.5738525390625,1,Calm/Bull,1.0
2014-11-10,11242.044118322221,14.46052504976021,,777.4298706054688,1,Calm/Bull,1.0
2014-11-11,11337.483230610474,14.46052504976021,,784.0298461914062,1,Calm/Bull,1.0
2014-11-12,11625.462504039491,14.46052504976021,,803.9447021484375,1,Transition,1.0
2014-11-13,11695.046720038215,14.46052504976021,,808.7567138671875,1,Calm/Bull,1.0
2014-11-14,11743.561499148032,14.46052504976021,,812.1116943359375,1,Calm/Bull,1.0
2014-11-17,11640.631757215166,14.46052504976021,,804.9937133789062,1,Calm/Bull,1.0
2014-11-18,11760.668060214588,14.46052504976021,,813.294677734375,1,Calm/Bull,1.0
2014-11-19,11779.712811772431,14.46052504976021,,814.6116943359375,1,Calm/Bull,1.0
2014-11-20,11931.590689614397,14.46052504976021,,825.1146240234375,1,Calm/Bull,1.0
2014-11-21,12042.921904810732,14.46052504976021,,832.8135986328125,1,Calm/Bull,1.0
2014-11-24,12038.613049629277,14.46052504976021,,832.515625,1,Calm/Bull,1.0
2014-11-25,12078.884340948276,14.46052504976021,,835.300537109375,1,Calm/Bull,1.0
2014-11-26,12181.958829347705,14.46052504976021,,842.4285278320312,1,Calm/Bull,1.0
2014-11-27,12246.336585552206,14.46052504976021,,846.8804931640625,1,Calm/Bull,1.0
2014-11-28,12460.380422981565,14.46052504976021,,861.6824340820312,1,Transition,1.0
2014-12-01,12457.286025958587,14.46052504976021,,861.4684448242188,1,Calm/Bull,1.0
2014-12-02,12279.118129826998,14.46052504976021,,849.1474609375,1,Calm/Bull,1.0
2014-12-03,12279.104008220505,14.46052504976021,,849.146484375,1,Calm/Bull,1.0
2014-12-04,12469.837486330453,14.46052504976021,,862.33642578125,1,Calm/Bull,1.0
2014-12-05,12326.071588818832,14.46052504976021,,852.3944702148438,1,Calm/Bull,1.0
2014-12-08,12265.164217410207,14.46052504976021,,848.1824951171875,1,Calm/Bull,1.0
2014-12-09,12078.4218583356,14.46052504976021,,835.2685546875,1,Calm/Bull,1.0
2014-12-10,12165.040262167598,14.46052504976021,,841.258544921875,1,Calm/Bull,1.0
2014-12-11,12250.631319127166,14.46052504976021,,847.177490234375,1,Calm/Bull,1.0
2014-12-12,12034.910540926658,14.46052504976021,,832.2595825195312,1,Calm/Bull,1.0
2014-12-15,11973.887548864863,14.46052504976021,,828.0396118164062,1,Calm/Bull,1.0
2014-12-16,11434.225126851523,0.0,SELL,791.9077758789062,-1,Stress/Bear,0.0
2014-12-17,11417.073789161246,14.126497994736575,BUY,808.2026977539062,1,Transition,1.0
2014-12-18,11756.885732746061,14.126497994736575,,832.2576293945312,1,Transition,1.0
2014-12-19,11805.960310771356,14.126497994736575,,835.7315673828125,1,Calm/Bull,1.0
2014-12-22,12027.773230334706,14.126497994736575,,851.4334716796875,1,Calm/Bull,1.0
2014-12-23,11935.132753220174,14.126497994736575,,844.8755493164062,1,Calm/Bull,1.0
2014-12-24,11982.271663032689,14.126497994736575,,848.2124633789062,1,Calm/Bull,1.0
2014-12-25,11982.66741880537,14.126497994736575,,848.240478515625,1,Calm/Bull,1.0
2014-12-26,12000.015144614335,14.126497994736575,,849.468505859375,1,Calm/Bull,1.0
2014-12-29,11880.576224862207,14.126497994736575,,841.0135498046875,1,Calm/Bull,1.0
2014-12-30,11942.068394691712,14.126497994736575,,845.3665161132812,1,Calm/Bull,1.0
2014-12-31,12109.324785897094,14.126497994736575,,857.2064208984375,1,Calm/Bull,1.0
2015-01-02,12072.28583931153,14.126497994736575,,854.58447265625,1,Calm/Bull,1.0
2015-01-05,12214.07245813138,14.126497994736575,,864.6213989257812,1,Calm/Bull,1.0
2015-01-06,12277.217490305607,14.126497994736575,,869.0913696289062,1,Calm/Bull,1.0
2015-01-07,12258.429868765976,14.126497994736575,,867.7614135742188,1,Calm/Bull,1.0
2015-01-08,12387.40400222195,14.126497994736575,,876.891357421875,1,Calm/Bull,1.0
2015-01-09,12381.584064388426,14.126497994736575,,876.4793701171875,1,Calm/Bull,1.0
2015-01-12,12412.139169120937,14.126497994736575,,878.642333984375,1,Calm/Bull,1.0
2015-01-13,12475.538554133815,14.126497994736575,,883.1303100585938,1,Calm/Bull,1.0
2015-01-14,12369.590681386302,14.126497994736575,,875.63037109375,1,Calm/Bull,1.0
2015-01-15,12394.919050837801,14.126497994736575,,877.42333984375,1,Calm/Bull,1.0
2015-01-16,12348.810485575075,14.126497994736575,,874.1593627929688,1,Calm/Bull,1.0
2015-01-19,12432.170964037423,14.126497994736575,,880.0603637695312,1,Calm/Bull,1.0
2015-01-20,12600.839660157075,14.126497994736575,,892.000244140625,1,Calm/Bull,1.0
2015-01-21,12757.96849731911,14.126497994736575,,903.1232299804688,1,Calm/Bull,1.0
2015-01-22,12841.314318160248,14.126497994736575,,909.023193359375,1,Calm/Bull,1.0
2015-01-23,12817.765556366288,14.126497994736575,,907.356201171875,1,Calm/Bull,1.0
2015-01-26,12913.37377066941,14.126497994736575,,914.1242065429688,1,Calm/Bull,1.0
2015-01-27,12876.248602782609,14.126497994736575,,911.4961547851562,1,Calm/Bull,1.0
2015-01-28,12762.03641831149,14.126497994736575,,903.4111938476562,1,Calm/Bull,1.0
2015-01-29,12510.049492167098,14.126497994736575,,885.5733032226562,1,Calm/Bull,1.0
2015-01-30,12564.860373363717,14.126497994736575,,889.4533081054688,1,Calm/Bull,1.0
2015-02-02,12673.20950935069,14.126497994736575,,897.1232299804688,1,Calm/Bull,1.0
2015-02-03,12361.821279931799,14.126497994736575,,875.0803833007812,1,Calm/Bull,1.0
2015-02-04,12136.024074038269,14.126497994736575,,859.096435546875,1,Calm/Bull,1.0
2015-02-05,12118.959154097362,14.126497994736575,,857.888427734375,1,Calm/Bull,1.0
2015-02-06,12005.679884105633,14.126497994736575,,849.8695068359375,1,Calm/Bull,1.0
2015-02-09,11947.32272078912,14.126497994736575,,845.7384643554688,1,Calm/Bull,1.0
2015-02-10,11741.374520653451,14.126497994736575,,831.1596069335938,1,Calm/Bull,1.0
2015-02-11,11785.603461549204,14.126497994736575,,834.29052734375,1,Calm/Bull,1.0
2015-02-12,12160.391938193985,14.126497994736575,,860.8214111328125,1,Transition,1.0
2015-02-13,12121.784626138911,14.126497994736575,,858.0884399414062,1,Calm/Bull,1.0
2015-02-16,12154.44525504764,14.126497994736575,,860.4004516601562,1,Calm/Bull,1.0
2015-02-17,11926.219195098252,14.126497994736575,,844.2445678710938,1,Calm/Bull,1.0
2015-02-18,12069.856123042659,14.126497994736575,,854.4124755859375,1,Calm/Bull,1.0
2015-02-19,12207.249766564464,14.126497994736575,,864.138427734375,1,Calm/Bull,1.0
2015-02-20,12076.523616267346,14.126497994736575,,854.8844604492188,1,Calm/Bull,1.0
2015-02-23,12189.450241137014,14.126497994736575,,862.87841796875,1,Calm/Bull,1.0
2015-02-24,12246.365784296839,14.126497994736575,,866.9074096679688,1,Calm/Bull,1.0
2015-02-25,12252.341782685604,14.126497994736575,,867.3304443359375,1,Calm/Bull,1.0
2015-02-26,12136.77247493301,14.126497994736575,,859.1494140625,1,Calm/Bull,1.0
2015-02-27,11887.031613685851,14.126497994736575,,841.4705200195312,1,Calm/Bull,1.0
2015-03-02,11858.694120821165,14.126497994736575,,839.4645385742188,1,Calm/Bull,1.0
2015-03-03,11909.125822127937,14.126497994736575,,843.0345458984375,1,Calm/Bull,1.0
2015-03-04,11593.16010382635,14.126497994736575,,820.6676635742188,1,Calm/Bull,1.0
2015-03-05,11411.268508948931,14.126497994736575,,807.791748046875,1,Calm/Bull,1.0
2015-03-06,11344.958292806281,14.126497994736575,,803.0977172851562,1,Calm/Bull,1.0
2015-03-09,11392.310169232851,14.126497994736575,,806.44970703125,1,Calm/Bull,1.0
2015-03-10,10998.908540713706,0.0,SELL,779.7708740234375,-1,Stress/Bear,0.0
2015-03-11,10982.410177902637,14.030261935104418,BUY,782.765869140625,1,Calm/Bull,1.0
2015-03-12,10984.682902217564,14.030261935104418,,782.9278564453125,1,Calm/Bull,1.0
2015-03-13,10753.030295566272,14.030261935104418,,766.4169311523438,1,Calm/Bull,1.0
2015-03-16,10971.0028830273,14.030261935104418,,781.9528198242188,1,Calm/Bull,1.0
2015-03-17,11228.456990661545,14.030261935104418,,800.302734375,1,Calm/Bull,1.0
2015-03-18,11216.054629601602,14.030261935104418,,799.4187622070312,1,Calm/Bull,1.0
2015-03-19,11493.80997134812,14.030261935104418,,819.2156372070312,1,Calm/Bull,1.0
2015-03-20,11575.802739888306,14.030261935104418,,825.0596313476562,1,Calm/Bull,1.0
2015-03-23,11749.159197156408,14.030261935104418,,837.41552734375,1,Calm/Bull,1.0
2015-03-24,11509.327694524758,14.030261935104418,,820.3216552734375,1,Calm/Bull,1.0
2015-03-25,11595.837652500226,14.030261935104418,,826.4876098632812,1,Calm/Bull,1.0
2015-03-26,11432.132994687114,14.030261935104418,,814.8196411132812,1,Calm/Bull,1.0
2015-03-27,11349.608439485448,14.030261935104418,,808.937744140625,1,Calm/Bull,1.0
2015-03-30,11530.570045450186,14.030261935104418,,821.835693359375,1,Calm/Bull,1.0
2015-03-31,11342.84592859058,14.030261935104418,,808.4557495117188,1,Calm/Bull,1.0
2015-04-01,11393.704771766104,14.030261935104418,,812.0806884765625,1,Calm/Bull,1.0
2015-04-02,11459.351737094785,14.030261935104418,,816.7596435546875,1,Calm/Bull,1.0
2015-04-03,11644.255928871853,14.030261935104418,,829.9385986328125,1,Calm/Bull,1.0
2015-04-06,11663.32317815451,14.030261935104418,,831.297607421875,1,Calm/Bull,1.0
2015-04-07,11570.120072761758,14.030261935104418,,824.6546020507812,1,Calm/Bull,1.0
2015-04-08,11616.911304597454,14.030261935104418,,827.9896240234375,1,Calm/Bull,1.0
2015-04-09,11717.114126851628,14.030261935104418,,835.1315307617188,1,Calm/Bull,1.0
2015-04-10,11595.36067154943,14.030261935104418,,826.45361328125,1,Calm/Bull,1.0
2015-04-13,11495.998774418564,14.030261935104418,,819.3716430664062,1,Calm/Bull,1.0
2015-04-14,11549.608179199042,14.030261935104418,,823.192626953125,1,Calm/Bull,1.0
2015-04-15,11414.609725035132,14.030261935104418,,813.5706787109375,1,Calm/Bull,1.0
2015-04-16,11566.023345888128,14.030261935104418,,824.3626098632812,1,Calm/Bull,1.0
2015-04-17,11563.35756186689,14.030261935104418,,824.172607421875,1,Calm/Bull,1.0
2015-04-20,11547.208716678157,14.030261935104418,,823.0216064453125,1,Calm/Bull,1.0
2015-04-21,11824.31923498491,14.030261935104418,,842.7725219726562,1,Transition,1.0
2015-04-22,11754.54728358803,14.030261935104418,,837.799560546875,1,Calm/Bull,1.0
2015-04-24,12003.00811663472,14.030261935104418,,855.5084838867188,1,Transition,1.0
2015-04-27,12122.348407988364,14.030261935104418,,864.014404296875,1,Calm/Bull,1.0
2015-04-28,12095.354026458805,14.030261935104418,,862.0903930664062,1,Calm/Bull,1.0
2015-04-29,12062.930454214613,14.030261935104418,,859.7794189453125,1,Calm/Bull,1.0
2015-04-30,11777.921062855527,14.030261935104418,,839.4655151367188,1,Calm/Bull,1.0
2015-05-04,11788.00959531753,14.030261935104418,,840.1845703125,1,Calm/Bull,1.0
2015-05-05,11698.469052809083,14.030261935104418,,833.8026123046875,1,Calm/Bull,1.0
2015-05-06,11566.682727094796,14.030261935104418,,824.4096069335938,1,Calm/Bull,1.0
2015-05-07,11584.754053853616,14.030261935104418,,825.6976318359375,1,Calm/Bull,1.0
2015-05-08,11793.761625921663,14.030261935104418,,840.5945434570312,1,Transition,1.0
2015-05-11,11890.976680604328,14.030261935104418,,847.5234985351562,1,Calm/Bull,1.0
2015-05-12,11976.659414884158,14.030261935104418,,853.6304931640625,1,Calm/Bull,1.0
2015-05-13,12124.537211058807,14.030261935104418,,864.17041015625,1,Calm/Bull,1.0
2015-05-14,12240.454714512389,14.030261935104418,,872.432373046875,1,Calm/Bull,1.0
2015-05-15,12291.132013771272,14.030261935104418,,876.0443725585938,1,Calm/Bull,1.0
2015-05-18,12438.027588849754,14.030261935104418,,886.5142822265625,1,Calm/Bull,1.0
2015-05-20,12317.256354643721,14.030261935104418,,877.9063720703125,1,Calm/Bull,1.0
2015-05-21,12145.232361216624,14.030261935104418,,865.6454467773438,1,Calm/Bull,1.0
2015-05-22,12038.447715644994,14.030261935104418,,858.034423828125,1,Calm/Bull,1.0
2015-05-25,11864.90800178179,14.030261935104418,,845.6654663085938,1,Calm/Bull,1.0
2015-05-26,11736.167674706612,14.030261935104418,,836.4895629882812,1,Calm/Bull,1.0
2015-05-27,11826.340195566383,14.030261935104418,,842.9165649414062,1,Calm/Bull,1.0
2015-05-28,11724.971039281716,14.030261935104418,,835.6915283203125,1,Calm/Bull,1.0
2015-05-29,11642.41822488548,14.030261935104418,,829.8076171875,1,Calm/Bull,1.0
2015-06-01,11284.35367752385,14.030261935104418,,804.2867431640625,1,Calm/Bull,1.0
2015-06-02,11423.406897939145,14.030261935104418,,814.1976928710938,1,Calm/Bull,1.0
2015-06-03,11682.728079854485,0.0,SELL,833.9315795898438,-1,Stress/Bear,0.0
2015-06-04,11665.203987734703,14.139888076218584,BUY,824.985595703125,1,Calm/Bull,1.0
2015-06-05,11586.64406758077,14.139888076218584,,819.4296875,1,Calm/Bull,1.0
2015-06-08,10985.035712006706,0.0,SELL,778.0498657226562,-1,Stress/Bear,0.0
2015-06-09,10968.558158438696,14.036002005390403,BUY,781.4588623046875,1,Calm/Bull,1.0
2015-06-10,11193.357786504155,14.036002005390403,,797.4747924804688,1,Calm/Bull,1.0
2015-06-11,11347.374295081492,14.036002005390403,,808.44775390625,1,Calm/Bull,1.0
2015-06-12,11303.483518058654,14.036002005390403,,805.3207397460938,1,Calm/Bull,1.0
2015-06-15,11081.560653587807,14.036002005390403,,789.509765625,1,Calm/Bull,1.0
2015-06-16,11254.539985919375,14.036002005390403,,801.833740234375,1,Calm/Bull,1.0
