Date,market,Close,Regime_Name,Stress_Score,Signal,Signal_Label,Signal_Reason
2014-04-24,sp500,1878.6099853515625,Calm/Bull,3.3629980728261906e-07,1,BUY,Calm/Bull low stress=0.00
2014-04-25,sp500,1863.4000244140625,Calm/Bull,2.307104736354521e-06,1,BUY,Calm/Bull low stress=0.00
2014-04-28,sp500,1869.4300537109375,Calm/Bull,7.146233662765301e-06,1,BUY,Calm/Bull low stress=0.00
2014-04-29,sp500,1878.3299560546875,Calm/Bull,1.2198648494058612e-06,1,BUY,Calm/Bull low stress=0.00
2014-04-30,sp500,1883.949951171875,Calm/Bull,2.4878067299204804e-07,1,BUY,Calm/Bull low stress=0.00
2014-05-01,sp500,1883.6800537109375,Calm/Bull,1.9363766223589946e-07,1,BUY,Calm/Bull low stress=0.00
2014-05-02,sp500,1881.1400146484375,Calm/Bull,2.0171818952092717e-07,1,BUY,Calm/Bull low stress=0.00
2014-05-05,sp500,1884.6600341796875,Calm/Bull,2.612316755343759e-07,1,BUY,Calm/Bull low stress=0.00
2014-05-06,sp500,1867.719970703125,Calm/Bull,1.2154982756596623e-06,1,BUY,Calm/Bull low stress=0.00
2014-05-07,sp500,1878.2099609375,Calm/Bull,6.547345565869027e-07,1,BUY,Calm/Bull low stress=0.00
2014-05-08,sp500,1875.6300048828125,Calm/Bull,2.619552962039975e-07,1,BUY,Calm/Bull low stress=0.00
2014-05-09,sp500,1878.47998046875,Calm/Bull,1.5116147561657184e-07,1,BUY,Calm/Bull low stress=0.00
2014-05-12,sp500,1896.6500244140625,Calm/Bull,2.008110865809641e-06,1,BUY,Calm/Bull low stress=0.00
2014-05-13,sp500,1897.449951171875,Calm/Bull,2.6761290788836816e-07,1,BUY,Calm/Bull low stress=0.00
2014-05-14,sp500,1888.530029296875,Calm/Bull,2.767441226982797e-07,1,BUY,Calm/Bull low stress=0.00
2014-05-15,sp500,1870.8499755859375,Calm/Bull,4.197919732418179e-05,1,BUY,Calm/Bull low stress=0.00
2014-05-16,sp500,1877.8599853515625,Calm/Bull,1.978353868058829e-07,1,BUY,Calm/Bull low stress=0.00
2014-05-19,sp500,1885.0799560546875,Calm/Bull,2.3489016615435362e-07,1,BUY,Calm/Bull low stress=0.00
2014-05-20,sp500,1872.8299560546875,Calm/Bull,6.123480208072295e-07,1,BUY,Calm/Bull low stress=0.00
2014-05-21,sp500,1888.030029296875,Calm/Bull,4.959451138259243e-07,1,BUY,Calm/Bull low stress=0.00
2014-05-22,sp500,1892.489990234375,Calm/Bull,2.165708699019213e-07,1,BUY,Calm/Bull low stress=0.00
2014-05-23,sp500,1900.530029296875,Calm/Bull,1.82600781334203e-07,1,BUY,Calm/Bull low stress=0.00
2014-05-27,sp500,1911.9100341796875,Calm/Bull,2.3775498580046977e-07,1,BUY,Calm/Bull low stress=0.00
2014-05-28,sp500,1909.780029296875,Calm/Bull,6.87689975738925e-07,1,BUY,Calm/Bull low stress=0.00
2014-05-29,sp500,1920.030029296875,Calm/Bull,2.763965490909965e-07,1,BUY,Calm/Bull low stress=0.00
2014-05-30,sp500,1923.5699462890625,Calm/Bull,3.03071240538685e-07,1,BUY,Calm/Bull low stress=0.00
2014-06-02,sp500,1924.969970703125,Calm/Bull,1.6953699963351038e-07,1,BUY,Calm/Bull low stress=0.00
2014-06-03,sp500,1924.239990234375,Calm/Bull,1.944144008060218e-07,1,BUY,Calm/Bull low stress=0.00
2014-06-04,sp500,1927.8800048828125,Calm/Bull,1.4599387625207846e-07,1,BUY,Calm/Bull low stress=0.00
2014-06-05,sp500,1940.4599609375,Calm/Bull,1.006886132957065e-06,1,BUY,Calm/Bull low stress=0.00
2014-06-06,sp500,1949.43994140625,Calm/Bull,2.3938677028048793e-07,1,BUY,Calm/Bull low stress=0.00
2014-06-09,sp500,1951.27001953125,Calm/Bull,2.144052583021185e-07,1,BUY,Calm/Bull low stress=0.00
2014-06-10,sp500,1950.7900390625,Calm/Bull,2.627236729719237e-07,1,BUY,Calm/Bull low stress=0.00
2014-06-11,sp500,1943.8900146484375,Calm/Bull,2.51615549762049e-07,1,BUY,Calm/Bull low stress=0.00
2014-06-12,sp500,1930.1099853515625,Calm/Bull,7.867378412365066e-07,1,BUY,Calm/Bull low stress=0.00
2014-06-13,sp500,1936.1600341796875,Calm/Bull,5.485075161291014e-07,1,BUY,Calm/Bull low stress=0.00
2014-06-16,sp500,1937.780029296875,Calm/Bull,3.665228896586202e-07,1,BUY,Calm/Bull low stress=0.00
2014-06-17,sp500,1941.989990234375,Calm/Bull,3.014703169374387e-07,1,BUY,Calm/Bull low stress=0.00
2014-06-18,sp500,1956.97998046875,Calm/Bull,2.004497416441729e-06,1,BUY,Calm/Bull low stress=0.00
2014-06-19,sp500,1959.47998046875,Calm/Bull,3.070837227486345e-07,1,BUY,Calm/Bull low stress=0.00
2014-06-20,sp500,1962.8699951171875,Calm/Bull,9.811268393193143e-07,1,BUY,Calm/Bull low stress=0.00
2014-06-23,sp500,1962.6099853515625,Calm/Bull,4.079439259308661e-07,1,BUY,Calm/Bull low stress=0.00
2014-06-24,sp500,1949.97998046875,Calm/Bull,2.7499804117466135e-06,1,BUY,Calm/Bull low stress=0.00
2014-06-25,sp500,1959.530029296875,Calm/Bull,2.9472488889178056e-07,1,BUY,Calm/Bull low stress=0.00
2014-06-26,sp500,1957.219970703125,Calm/Bull,2.6710398804422244e-07,1,BUY,Calm/Bull low stress=0.00
2014-06-27,sp500,1960.9599609375,Calm/Bull,6.035103684279287e-07,1,BUY,Calm/Bull low stress=0.00
2014-06-30,sp500,1960.22998046875,Calm/Bull,3.533743272052226e-07,1,BUY,Calm/Bull low stress=0.00
2014-07-01,sp500,1973.3199462890625,Calm/Bull,9.326649436730078e-07,1,BUY,Calm/Bull low stress=0.00
2014-07-02,sp500,1974.6199951171875,Calm/Bull,3.866535809675263e-07,1,BUY,Calm/Bull low stress=0.00
2014-07-03,sp500,1985.43994140625,Calm/Bull,5.791635505744373e-07,1,BUY,Calm/Bull low stress=0.00
2014-07-07,sp500,1977.6500244140625,Calm/Bull,5.113664419640754e-07,1,BUY,Calm/Bull low stress=0.00
2014-07-08,sp500,1963.7099609375,Calm/Bull,1.4576978551674194e-06,1,BUY,Calm/Bull low stress=0.00
2014-07-09,sp500,1972.8299560546875,Calm/Bull,2.522177962148939e-07,1,BUY,Calm/Bull low stress=0.00
2014-07-10,sp500,1964.6800537109375,Calm/Bull,6.574774358820598e-07,1,BUY,Calm/Bull low stress=0.00
2014-07-11,sp500,1967.5699462890625,Calm/Bull,5.096660900716201e-07,1,BUY,Calm/Bull low stress=0.00
2014-07-14,sp500,1977.0999755859375,Calm/Bull,3.193680935591336e-07,1,BUY,Calm/Bull low stress=0.00
2014-07-15,sp500,1973.280029296875,Calm/Bull,9.127432371029832e-07,1,BUY,Calm/Bull low stress=0.00
2014-07-16,sp500,1981.5699462890625,Calm/Bull,3.281006508670829e-07,1,BUY,Calm/Bull low stress=0.00
2014-07-17,sp500,1958.1199951171875,Calm/Bull,0.0002652746868191,1,BUY,Calm/Bull low stress=0.00
2014-07-18,sp500,1978.219970703125,Calm/Bull,4.170508318667553e-06,1,BUY,Calm/Bull low stress=0.00
2014-07-21,sp500,1973.6300048828125,Calm/Bull,2.56032905266453e-07,1,BUY,Calm/Bull low stress=0.00
2014-07-22,sp500,1983.530029296875,Calm/Bull,4.5064941778406434e-07,1,BUY,Calm/Bull low stress=0.00
2014-07-23,sp500,1987.010009765625,Calm/Bull,3.5165720909570885e-07,1,BUY,Calm/Bull low stress=0.00
2014-07-24,sp500,1987.97998046875,Calm/Bull,6.227779159514664e-07,1,BUY,Calm/Bull low stress=0.00
2014-07-25,sp500,1978.3399658203125,Calm/Bull,5.018001910423724e-07,1,BUY,Calm/Bull low stress=0.00
2014-07-28,sp500,1978.9100341796875,Calm/Bull,3.464490125631245e-07,1,BUY,Calm/Bull low stress=0.00
2014-07-29,sp500,1969.949951171875,Calm/Bull,9.019537396692904e-07,1,BUY,Calm/Bull low stress=0.00
2014-07-30,sp500,1970.0699462890625,Calm/Bull,7.670835379136957e-07,1,BUY,Calm/Bull low stress=0.00
2014-07-31,sp500,1930.6700439453125,Transition,0.0003966243021786,1,BUY,Transition BUY=0.00
2014-08-01,sp500,1925.1500244140625,Calm/Bull,2.2479173282505135e-05,1,BUY,Calm/Bull low stress=0.00
2014-08-04,sp500,1938.989990234375,Calm/Bull,1.818643763031212e-05,1,BUY,Calm/Bull low stress=0.00
2014-08-05,sp500,1920.2099609375,Calm/Bull,2.1277089230585096e-05,1,BUY,Calm/Bull low stress=0.00
2014-08-06,sp500,1920.239990234375,Calm/Bull,1.1743999429917654e-05,1,BUY,Calm/Bull low stress=0.00
2014-08-07,sp500,1909.5699462890625,Calm/Bull,8.151748796474536e-06,1,BUY,Calm/Bull low stress=0.00
2014-08-08,sp500,1931.5899658203125,Calm/Bull,1.3759033725943187e-05,1,BUY,Calm/Bull low stress=0.00
2014-08-11,sp500,1936.9200439453125,Calm/Bull,3.8005190770248577e-07,1,BUY,Calm/Bull low stress=0.00
2014-08-12,sp500,1933.75,Calm/Bull,5.390293020117087e-07,1,BUY,Calm/Bull low stress=0.00
2014-08-13,sp500,1946.719970703125,Calm/Bull,9.112677642011656e-07,1,BUY,Calm/Bull low stress=0.00
2014-08-14,sp500,1955.1800537109375,Calm/Bull,9.687967895740345e-07,1,BUY,Calm/Bull low stress=0.00
2014-08-15,sp500,1955.06005859375,Calm/Bull,1.0300175256514206e-05,1,BUY,Calm/Bull low stress=0.00
2014-08-18,sp500,1971.739990234375,Calm/Bull,8.096951729091538e-07,1,BUY,Calm/Bull low stress=0.00
2014-08-19,sp500,1981.5999755859375,Calm/Bull,1.1233202432066815e-06,1,BUY,Calm/Bull low stress=0.00
2014-08-20,sp500,1986.510009765625,Calm/Bull,6.449984092774658e-07,1,BUY,Calm/Bull low stress=0.00
2014-08-21,sp500,1992.3699951171875,Calm/Bull,4.560643259949336e-07,1,BUY,Calm/Bull low stress=0.00
2014-08-22,sp500,1988.4000244140625,Calm/Bull,5.616641551090007e-07,1,BUY,Calm/Bull low stress=0.00
2014-08-25,sp500,1997.9200439453125,Calm/Bull,1.8129961778584768e-07,1,BUY,Calm/Bull low stress=0.00
2014-08-26,sp500,2000.02001953125,Calm/Bull,2.3359820678459707e-07,1,BUY,Calm/Bull low stress=0.00
2014-08-27,sp500,2000.1199951171875,Calm/Bull,2.665608725124804e-07,1,BUY,Calm/Bull low stress=0.00
2014-08-28,sp500,1996.739990234375,Calm/Bull,2.7197555780974116e-07,1,BUY,Calm/Bull low stress=0.00
2014-08-29,sp500,2003.3699951171875,Calm/Bull,2.5052570123467977e-07,1,BUY,Calm/Bull low stress=0.00
2014-09-02,sp500,2002.280029296875,Calm/Bull,2.1660597409503687e-07,1,BUY,Calm/Bull low stress=0.00
2014-09-03,sp500,2000.719970703125,Calm/Bull,4.471038667875903e-07,1,BUY,Calm/Bull low stress=0.00
2014-09-04,sp500,1997.6500244140625,Calm/Bull,1.2742443821779488e-06,1,BUY,Calm/Bull low stress=0.00
2014-09-05,sp500,2007.7099609375,Calm/Bull,2.697837094045947e-06,1,BUY,Calm/Bull low stress=0.00
2014-09-08,sp500,2001.5400390625,Calm/Bull,7.349870212783974e-07,1,BUY,Calm/Bull low stress=0.00
2014-09-09,sp500,1988.43994140625,Calm/Bull,1.1733079490105678e-06,1,BUY,Calm/Bull low stress=0.00
2014-09-10,sp500,1995.68994140625,Calm/Bull,5.666186234435354e-07,1,BUY,Calm/Bull low stress=0.00
2014-09-11,sp500,1997.449951171875,Calm/Bull,3.450531142563621e-07,1,BUY,Calm/Bull low stress=0.00
2014-09-12,sp500,1985.5400390625,Calm/Bull,9.033355143744094e-07,1,BUY,Calm/Bull low stress=0.00
2014-09-15,sp500,1984.1300048828125,Calm/Bull,5.462530970447515e-07,1,BUY,Calm/Bull low stress=0.00
2014-09-16,sp500,1998.97998046875,Calm/Bull,1.1133019507112244e-05,1,BUY,Calm/Bull low stress=0.00
2014-09-17,sp500,2001.5699462890625,Calm/Bull,7.722486687790922e-07,1,BUY,Calm/Bull low stress=0.00
2014-09-18,sp500,2011.3599853515625,Calm/Bull,6.52402522141276e-07,1,BUY,Calm/Bull low stress=0.00
2014-09-19,sp500,2010.4000244140625,Calm/Bull,5.303158222475616e-06,1,BUY,Calm/Bull low stress=0.00
2014-09-22,sp500,1994.2900390625,Calm/Bull,4.2509504951612845e-06,1,BUY,Calm/Bull low stress=0.00
2014-09-23,sp500,1982.77001953125,Calm/Bull,7.039684628535766e-07,1,BUY,Calm/Bull low stress=0.00
2014-09-24,sp500,1998.300048828125,Calm/Bull,2.9438988028233897e-06,1,BUY,Calm/Bull low stress=0.00
2014-09-25,sp500,1965.989990234375,Transition,0.0008172392597884,1,BUY,Transition BUY=0.00
2014-09-26,sp500,1982.8499755859375,Calm/Bull,3.2275124209068087e-06,1,BUY,Calm/Bull low stress=0.00
2014-09-29,sp500,1977.800048828125,Calm/Bull,2.7637941533757316e-07,1,BUY,Calm/Bull low stress=0.00
2014-09-30,sp500,1972.2900390625,Calm/Bull,5.575234225423286e-07,1,BUY,Calm/Bull low stress=0.00
2014-10-01,sp500,1946.1600341796875,Transition,0.0001079883444554,1,BUY,Transition BUY=0.00
2014-10-02,sp500,1946.1700439453125,Calm/Bull,6.097205864069473e-06,1,BUY,Calm/Bull low stress=0.00
2014-10-03,sp500,1967.9000244140625,Calm/Bull,1.2058130524680449e-05,1,BUY,Calm/Bull low stress=0.00
2014-10-06,sp500,1964.8199462890625,Calm/Bull,3.283551019000234e-07,1,BUY,Calm/Bull low stress=0.00
2014-10-07,sp500,1935.0999755859375,Transition,6.483526491965629e-05,1,BUY,Transition BUY=0.00
2014-10-08,sp500,1968.8900146484375,Transition,0.0015729044132272,1,BUY,Transition BUY=0.00
2014-10-09,sp500,1928.2099609375,Transition,0.0003469711266113,1,BUY,Transition BUY=0.00
2014-10-10,sp500,1906.1300048828125,Transition,7.030892904065402e-05,1,BUY,Transition BUY=0.00
2014-10-13,sp500,1874.739990234375,Transition,0.0002527558684484,1,BUY,Transition BUY=0.00
2014-10-14,sp500,1877.699951171875,Transition,6.093448721778093e-05,1,BUY,Transition BUY=0.00
2014-10-15,sp500,1862.489990234375,Transition,0.0013674317702349,1,BUY,Transition BUY=0.00
2014-10-16,sp500,1862.760009765625,Transition,0.0002398153220748,1,BUY,Transition BUY=0.00
2014-10-17,sp500,1886.760009765625,Transition,0.0001116976472047,1,BUY,Transition BUY=0.00
2014-10-20,sp500,1904.010009765625,Transition,1.298200212547117e-05,1,BUY,Transition BUY=0.00
2014-10-21,sp500,1941.280029296875,Transition,0.0001279098508147,1,BUY,Transition BUY=0.00
2014-10-22,sp500,1927.1099853515625,Transition,4.885143014691609e-05,1,BUY,Transition BUY=0.00
2014-10-23,sp500,1950.8199462890625,Transition,8.74867335211823e-05,1,BUY,Transition BUY=0.00
2014-10-24,sp500,1964.5799560546875,Transition,9.570773032083204e-06,1,BUY,Transition BUY=0.00
2014-10-27,sp500,1961.6300048828125,Transition,1.136753960496951e-05,1,BUY,Transition BUY=0.00
2014-10-28,sp500,1985.050048828125,Transition,1.2736191115102234e-05,1,BUY,Transition BUY=0.00
2014-10-29,sp500,1982.300048828125,Transition,2.6322585142975824e-05,1,BUY,Transition BUY=0.00
2014-10-30,sp500,1994.6500244140625,Transition,2.348030919331797e-05,1,BUY,Transition BUY=0.00
2014-10-31,sp500,2018.050048828125,Transition,2.1675173556949996e-05,1,BUY,Transition BUY=0.00
2014-11-03,sp500,2017.81005859375,Transition,1.3175233448435786e-05,1,BUY,Transition BUY=0.00
2014-11-04,sp500,2012.0999755859375,Transition,2.1449994063128356e-05,1,BUY,Transition BUY=0.00
2014-11-05,sp500,2023.5699462890625,Calm/Bull,6.530355545920125e-06,1,BUY,Calm/Bull low stress=0.00
2014-11-06,sp500,2031.2099609375,Calm/Bull,6.300056075317576e-06,1,BUY,Calm/Bull low stress=0.00
2014-11-07,sp500,2031.9200439453125,Calm/Bull,2.11217481423234e-05,1,BUY,Calm/Bull low stress=0.00
2014-11-10,sp500,2038.260009765625,Calm/Bull,5.159240065346401e-05,1,BUY,Calm/Bull low stress=0.00
2014-11-11,sp500,2039.6800537109375,Calm/Bull,5.150399160895059e-05,1,BUY,Calm/Bull low stress=0.00
2014-11-12,sp500,2038.25,Calm/Bull,0.000168843189804,1,BUY,Calm/Bull low stress=0.00
2014-11-13,sp500,2039.3299560546875,Calm/Bull,0.0002855622820396,1,BUY,Calm/Bull low stress=0.00
2014-11-14,sp500,2039.8199462890625,Calm/Bull,2.8024418211946236e-05,1,BUY,Calm/Bull low stress=0.00
2014-11-17,sp500,2041.3199462890625,Calm/Bull,8.779035137969303e-06,1,BUY,Calm/Bull low stress=0.00
2014-11-18,sp500,2051.800048828125,Calm/Bull,7.475876046638385e-07,1,BUY,Calm/Bull low stress=0.00
2014-11-19,sp500,2048.719970703125,Calm/Bull,8.964680519212389e-07,1,BUY,Calm/Bull low stress=0.00
2014-11-20,sp500,2052.75,Calm/Bull,4.109090925136045e-07,1,BUY,Calm/Bull low stress=0.00
2014-11-21,sp500,2063.5,Calm/Bull,6.32793049173737e-07,1,BUY,Calm/Bull low stress=0.00
2014-11-24,sp500,2069.409912109375,Calm/Bull,6.201332934090805e-07,1,BUY,Calm/Bull low stress=0.00
2014-11-25,sp500,2067.030029296875,Calm/Bull,4.0865053804844e-07,1,BUY,Calm/Bull low stress=0.00
2014-11-26,sp500,2072.830078125,Calm/Bull,5.578493823287134e-07,1,BUY,Calm/Bull low stress=0.00
2014-11-28,sp500,2067.56005859375,Calm/Bull,6.676902682590597e-07,1,BUY,Calm/Bull low stress=0.00
2014-12-01,sp500,2053.43994140625,Calm/Bull,2.076204046575818e-06,1,BUY,Calm/Bull low stress=0.00
2014-12-02,sp500,2066.550048828125,Calm/Bull,1.5573138830884317e-06,1,BUY,Calm/Bull low stress=0.00
2014-12-03,sp500,2074.330078125,Calm/Bull,6.57243341851391e-07,1,BUY,Calm/Bull low stress=0.00
2014-12-04,sp500,2071.919921875,Calm/Bull,6.036027180864278e-07,1,BUY,Calm/Bull low stress=0.00
2014-12-05,sp500,2075.3701171875,Calm/Bull,8.331790142013695e-07,1,BUY,Calm/Bull low stress=0.00
2014-12-08,sp500,2060.31005859375,Calm/Bull,1.0046729761548748e-05,1,BUY,Calm/Bull low stress=0.00
2014-12-09,sp500,2059.820068359375,Calm/Bull,1.0921527290838011e-05,1,BUY,Calm/Bull low stress=0.00
2014-12-10,sp500,2026.1400146484375,Transition,0.0067069290783489,1,BUY,Transition BUY=0.01
2014-12-11,sp500,2035.3299560546875,Calm/Bull,2.4694711128454795e-05,1,BUY,Calm/Bull low stress=0.00
2014-12-12,sp500,2002.3299560546875,Transition,0.0012990399239134,1,BUY,Transition BUY=0.00
2014-12-15,sp500,1989.6300048828125,Transition,0.0010273573671015,1,BUY,Transition BUY=0.00
2014-12-16,sp500,1972.739990234375,Transition,0.0014866034947399,1,BUY,Transition BUY=0.00
2014-12-17,sp500,2012.8900146484375,Transition,0.0025375202415056,1,BUY,Transition BUY=0.00
2014-12-18,sp500,2061.22998046875,Transition,0.0019053618293206,1,BUY,Transition BUY=0.00
2014-12-19,sp500,2070.64990234375,Transition,3.5293839420917245e-05,1,BUY,Transition BUY=0.00
2014-12-22,sp500,2078.5400390625,Transition,8.89855535280819e-05,1,BUY,Transition BUY=0.00
2014-12-23,sp500,2082.169921875,Transition,0.0001615876002792,1,BUY,Transition BUY=0.00
2014-12-24,sp500,2081.8798828125,Transition,7.136469127939689e-06,1,BUY,Transition BUY=0.00
2014-12-26,sp500,2088.77001953125,Transition,3.127498187378142e-06,1,BUY,Transition BUY=0.00
2014-12-29,sp500,2090.570068359375,Calm/Bull,5.543796352258334e-06,1,BUY,Calm/Bull low stress=0.00
2014-12-30,sp500,2080.35009765625,Calm/Bull,1.0002984422798905e-05,1,BUY,Calm/Bull low stress=0.00
2014-12-31,sp500,2058.89990234375,Transition,2.5847493828098763e-05,1,BUY,Transition BUY=0.00
2015-01-02,sp500,2058.199951171875,Calm/Bull,7.410952051500085e-06,1,BUY,Calm/Bull low stress=0.00
2015-01-05,sp500,2020.5799560546875,Transition,0.0001227443948687,1,BUY,Transition BUY=0.00
2015-01-06,sp500,2002.6099853515625,Transition,9.717495192183524e-05,1,BUY,Transition BUY=0.00
2015-01-07,sp500,2025.9000244140625,Transition,5.393931979768061e-05,1,BUY,Transition BUY=0.00
2015-01-08,sp500,2062.139892578125,Transition,0.0001036590341631,1,BUY,Transition BUY=0.00
2015-01-09,sp500,2044.81005859375,Transition,2.5415674422700944e-05,1,BUY,Transition BUY=0.00
2015-01-12,sp500,2028.260009765625,Transition,2.1034986899650457e-05,1,BUY,Transition BUY=0.00
2015-01-13,sp500,2023.030029296875,Transition,0.0005934541200395,1,BUY,Transition BUY=0.00
2015-01-14,sp500,2011.27001953125,Transition,4.287374462819753e-05,1,BUY,Transition BUY=0.00
2015-01-15,sp500,1992.6700439453125,Transition,0.0001237392597251,1,BUY,Transition BUY=0.00
2015-01-16,sp500,2019.4200439453125,Transition,0.0001113933559804,1,BUY,Transition BUY=0.00
2015-01-20,sp500,2022.550048828125,Calm/Bull,3.854994840745722e-06,1,BUY,Calm/Bull low stress=0.00
2015-01-21,sp500,2032.1199951171875,Calm/Bull,9.90267702833388e-06,1,BUY,Calm/Bull low stress=0.00
2015-01-22,sp500,2063.14990234375,Transition,0.0002859244034415,1,BUY,Transition BUY=0.00
2015-01-23,sp500,2051.820068359375,Transition,8.557877840260904e-05,1,BUY,Transition BUY=0.00
2015-01-26,sp500,2057.090087890625,Calm/Bull,5.424213195009487e-06,1,BUY,Calm/Bull low stress=0.00
2015-01-27,sp500,2029.550048828125,Transition,5.244826695998989e-05,1,BUY,Transition BUY=0.00
2015-01-28,sp500,2002.1600341796875,Transition,0.0001043481794511,1,BUY,Transition BUY=0.00
2015-01-29,sp500,2021.25,Transition,7.594964458333823e-05,1,BUY,Transition BUY=0.00
2015-01-30,sp500,1994.989990234375,Transition,5.439521938100053e-05,1,BUY,Transition BUY=0.00
2015-02-02,sp500,2020.8499755859375,Transition,0.0001730232604491,1,BUY,Transition BUY=0.00
2015-02-03,sp500,2050.030029296875,Transition,6.505007315168894e-05,1,BUY,Transition BUY=0.00
2015-02-04,sp500,2041.510009765625,Transition,3.333831751681671e-05,1,BUY,Transition BUY=0.00
2015-02-05,sp500,2062.52001953125,Transition,2.63485321800786e-05,1,BUY,Transition BUY=0.00
2015-02-06,sp500,2055.469970703125,Transition,9.238076977075088e-05,1,BUY,Transition BUY=0.00
2015-02-09,sp500,2046.739990234375,Calm/Bull,1.0130096774190793e-05,1,BUY,Calm/Bull low stress=0.00
2015-02-10,sp500,2068.590087890625,Calm/Bull,2.050065539636995e-05,1,BUY,Calm/Bull low stress=0.00
2015-02-11,sp500,2068.530029296875,Calm/Bull,4.9428407518203875e-06,1,BUY,Calm/Bull low stress=0.00
2015-02-12,sp500,2088.47998046875,Calm/Bull,2.1963701074561756e-05,1,BUY,Calm/Bull low stress=0.00
2015-02-13,sp500,2096.989990234375,Calm/Bull,1.384482536075502e-05,1,BUY,Calm/Bull low stress=0.00
2015-02-17,sp500,2100.340087890625,Calm/Bull,8.166151510000651e-06,1,BUY,Calm/Bull low stress=0.00
2015-02-18,sp500,2099.679931640625,Calm/Bull,6.146198610205911e-06,1,BUY,Calm/Bull low stress=0.00
2015-02-19,sp500,2097.449951171875,Calm/Bull,3.328302698179532e-06,1,BUY,Calm/Bull low stress=0.00
2015-02-20,sp500,2110.300048828125,Calm/Bull,5.319250421705456e-06,1,BUY,Calm/Bull low stress=0.00
2015-02-23,sp500,2109.659912109375,Calm/Bull,2.744074431409338e-06,1,BUY,Calm/Bull low stress=0.00
2015-02-24,sp500,2115.47998046875,Calm/Bull,1.0187321640387902e-06,1,BUY,Calm/Bull low stress=0.00
2015-02-25,sp500,2113.860107421875,Calm/Bull,1.3731893989146248e-06,1,BUY,Calm/Bull low stress=0.00
2015-02-26,sp500,2110.739990234375,Calm/Bull,2.056030661109602e-06,1,BUY,Calm/Bull low stress=0.00
2015-02-27,sp500,2104.5,Calm/Bull,2.8471174683273487e-06,1,BUY,Calm/Bull low stress=0.00
2015-03-02,sp500,2117.389892578125,Calm/Bull,5.305535759415517e-06,1,BUY,Calm/Bull low stress=0.00
2015-03-03,sp500,2107.780029296875,Calm/Bull,4.095012219782639e-06,1,BUY,Calm/Bull low stress=0.00
2015-03-04,sp500,2098.530029296875,Calm/Bull,5.836513816575226e-06,1,BUY,Calm/Bull low stress=0.00
2015-03-05,sp500,2101.0400390625,Calm/Bull,7.454255603848515e-06,1,BUY,Calm/Bull low stress=0.00
2015-03-06,sp500,2071.260009765625,Transition,0.0017395655881761,1,BUY,Transition BUY=0.00
2015-03-09,sp500,2079.429931640625,Calm/Bull,7.352062974446679e-05,1,BUY,Calm/Bull low stress=0.00
2015-03-10,sp500,2044.1600341796875,Transition,0.0009600189988692,1,BUY,Transition BUY=0.00
2015-03-11,sp500,2040.239990234375,Calm/Bull,0.0004003871803446,1,BUY,Calm/Bull low stress=0.00
2015-03-12,sp500,2065.949951171875,Calm/Bull,0.0003108153596123,1,BUY,Calm/Bull low stress=0.00
2015-03-13,sp500,2053.39990234375,Calm/Bull,1.077385446641464e-05,1,BUY,Calm/Bull low stress=0.00
2015-03-16,sp500,2081.18994140625,Calm/Bull,0.0001312850077113,1,BUY,Calm/Bull low stress=0.00
2015-03-17,sp500,2074.280029296875,Calm/Bull,1.1618707145788604e-05,1,BUY,Calm/Bull low stress=0.00
